C9orf152	0 104 46 51 0 80 0 0 29 0
C9orf153	13 398 746 0 194 763 38 640 65 123
C9orf156	162 0 0 15552 0 20354 0 983 6864 3847
C9orf163	0 9 8 0 0 0 1 0 70 0
C9orf169	0 83 0 92 154 0 17 55 0 0
C9orf170	0 0 0 101 0 0 0 0 0 19
C9orf171	9 137 98 254 28 268 64 332 175 96
C9orf172	0 0 0 0 21 0 78 110 0 0
C9orf173	4 27 71 66 0 85 38 0 86 63
C9orf174	18 11 437 1182 176 827 555 187 632 186
C9orf24	0 0 0 0 108 23 0 0 0 0
C9orf3	0 1 323 128 4127 0 0 0 0 0
C9orf37	814 0 3288 1041 1602 1238 2418 8784 2929 6246
C9orf40	0 41 0 0 46 14 1207 0 0 0
C9orf41	14 53 1929 1560 0 2880 1054 40 226 631
C9orf43	0 253 608 837 93 473 321 326 522 338
C9orf47	0 0 0 65 43 0 25 0 62 0
C9orf50	0 101 18 6 9 12 0 55 0 0
C9orf53	0 32 0 334 0 0 0 81 163 147
C9orf57	0 8 275 0 0 0 23 0 0 0
C9orf62	0 0 0 71 10 0 26 0 78 0
C9orf64	0 436 825 2280 421 2443 2628 1342 1079 364
C9orf66	12 417 875 756 266 623 128 859 573 621
C9orf69	13 887 240 1849 149 1638 544 689 618 8
C9orf72	123 1463 23292 3475 2907 5894 12535 12 4389 18990
C9orf84	0 30 1 0 451 5 0 21 0 0
C9orf85	0 40 776 594 6021 922 2113 0 0 1134
C9orf89	80 504 1760 4253 1257 4179 1333 2864 3162 3660
C9orf9	13 3427 443 3893 239 2296 857 1541 1710 342
C9orf91	0 48 282 284 1283 0 0 0 0 354
C9orf92	0 0 0 4 0 0 51 0 0 50
C9orf96	0 0 55 0 148 36 32 170 19 0
CA1	0 0 0 0 0 44 0 102 0 0
CA10	0 0 0 78 0 0 39 79 109 0
CA11	0 219 748 1304 171 899 366 1854 115 474
CA12	0 0 1640 73 3605 3 1231 0 5 0
CA13	0 207 544 676 194 330 462 406 273 839
CA14	84 0 3726 3780 1878 2050 6175 111 808 2295
CA2	0 376 1654 799 958 877 1763 1095 778 680
CA3	24 2770 241 2813 165 1174 617 1008 1069 183
CA4	0 64 0 0 3 0 0 0 0 0
CA5A	0 289 0 362 146 0 79 73 0 0
CA5B	0 530 2481 1288 1812 186 1683 727 4909 0
CA5BP1	0 0 0 366 0 221 577 0 0 188
CA6	8 0 0 2955 246 905 7384 795 43 0
CA7	0 45 0 7 0 0 136 10 0 0
CA8	0 583 2524 3280 1006 0 1530 66 1843 371
CA9	0 374 450 295 343 331 106 449 174 55
CAAP1	32 1102 3262 4342 1877 1642 3560 2682 2610 171
CAB39	654 988 3753 0 304 4386 8019 1225 2150 999
CAB39L	0 261 602 1679 202 907 335 348 679 117
CABIN1	0 159 311 0 419 470 540 483 926 162
CABLES1	0 1428 0 0 1008 0 990 479 717 0
CABLES2	0 109 0 460 325 608 1143 582 279 103
CABP1	8 172 70 431 32 163 73 138 121 50
CABP2	0 13 0 0 0 0 0 36 0 0
CABP4	52 6893 668 2644 188 1584 1409 1169 1484 1209
CABP5	0 21 124 177 51 133 86 0 93 164
CABP7	7 765 119 784 79 598 232 447 374 72
CABS1	0 54 0 0 0 86 0 0 11 0
CABYR	5 159 952 1012 233 667 635 912 586 199
CACFD1	16 38 648 1899 431 1847 472 325 368 2243
CACHD1	0 29 0 0 156 0 3 0 0 91
CACNA1A	0 28 133 0 5 0 0 0 32 14
CACNA1B	0 55 0 0 0 0 0 0 0 58
CACNA1C	0 26 0 27 176 0 88 0 0 0
CACNA1C.AS1	0 72 0 0 19 0 46 0 21 34
CACNA1C.AS4	0 0 0 0 0 0 0 53 46 38
CACNA1C.IT3	1 63 87 75 73 26 1 0 25 17
CACNA1D	0 55 0 0 0 75 0 0 0 0
CACNA1E	4 52 0 0 14 0 0 18 12 0
CACNA1F	0 49 16 46 185 1 15 0 0 0
CACNA1G	0 72 31 0 0 0 45 0 4 0
CACNA1G.AS1	0 0 0 26 0 0 0 9 0 27
CACNA1H	0 168 0 0 0 0 0 2 6 7
CACNA1I	0 14 92 0 66 12 0 0 0 0
CACNA1S	0 59 28 0 12 54 0 66 10 0
CACNA2D1	0 33 0 0 44 255 117 152 183 164
CACNA2D2	0 53 19 0 230 0 109 51 31 0
CACNA2D3	0 59 0 79 15 0 57 101 0 0
CACNA2D3.AS1	0 60 386 205 155 235 108 0 27 100
CACNA2D4	0 24 0 1260 51 798 937 178 701 169
CACNB1	99 73 0 0 0 0 0 566 0 0
CACNB2	0 86 32 1555 106 277 0 43 423 758
CACNB3	0 0 43 102 360 93 25 0 0 0
CACNB4	8 658 169 667 74 577 181 590 353 114
CACNG1	0 31 0 0 70 0 2 0 120 23
CACNG2	0 85 20 61 0 22 0 0 32 0
CACNG3	0 67 110 0 89 0 32 13 50 0
CACNG4	0 30 0 0 0 0 21 1 0 0
CACNG5	0 48 15 53 0 0 0 32 0 0
CACNG6	0 25 0 0 0 0 52 0 61 0
CACNG7	0 32 0 16 53 0 59 0 0 0
CACNG8	0 0 10 141 0 182 89 0 0 0
CACTIN	4 0 476 207 251 157 893 98 201 804
CACTIN.AS1	0 89 0 0 0 21 0 0 0 0
CACUL1	85 0 1379 2927 609 2480 2222 2326 1683 268
CACYBP	0 23 9 0 0 0 0 0 80919 0
CAD	252 525 268 1233 247 504 0 0 218 303
CADM2	4 420 110 246 66 392 147 346 167 114
CADM2.AS2	0 713 232 1803 126 535 490 586 437 51
CADM3	4 89 93 0 83 321 189 437 274 260
CADM4	0 37 0 0 0 0 0 105 0 0
CADPS	5 129 0 0 0 28 178 88 0 82
CADPS2	0 184 0 0 250 0 0 37 75 0
CAGE1	0 188 185 0 113 96 18 0 37 0
CAHM	0 38 28 629 145 0 205 65 0 59
CALB1	0 0 1 29 59 0 0 9 0 0
CALB2	0 39 215 23 36 37 0 0 6 0
CALCA	1 127 25 90 12 59 9 0 33 0
CALCB	0 0 279 0 284 0 14 0 706 302
CALCOCO1	701 6788 19980 1410 522 6452 2 4638 3376 15104
CALCOCO2	698 20473 15131 74381 30512 29049 18781 9394 14102 23130
CALCR	0 40 333 25 257 0 55 0 0 0
CALCRL	0 103 985 622 181 920 0 948 655 1034
CALHM1	0 294 44 0 5 0 0 25 0 0
CALHM2	1021 2972 13729 6667 8161 20842 34159 14061 13258 42452
CALHM3	0 63 0 0 0 4 0 0 10 0
CALM3	351 643 0 11072 1132 2864 5002 3837 1451 1713
CALML3	0 103 10 0 12 8 7 0 1 0
CALML4	15 888 1004 1360 483 606 945 815 551 310
CALML5	8 375 0 0 0 0 0 55 0 0
CALML6	0 0 0 5 37 10 0 35 1 0
CALN1	0 40 0 0 0 0 230 0 12 0
CALR3	0 0 0 0 0 0 0 76 0 0
CALY	0 40 0 0 71 0 141 38 0 26
CAMK1	144 2465 3125 4680 790 2201 1800 3874 1464 2259
CAMK1D	0 509 4991 1257 170 741 1865 3148 793 2209
CAMK1G	20 112 746 505 111 846 454 133 347 599
CAMK2A	0 42 0 58 0 0 17 0 0 0
CAMK2B	0 103 0 64 16 24 9 0 65 0
CAMK2D	743 80 2912 2453 1174 3382 1773 10 3626 3952
CAMK2G	19 17 5027 6591 850 5092 3014 296 2562 3308
CAMK2N1	50 297 841 1439 255 283 516 286 210 224
CAMK2N2	0 65 18 0 0 0 0 17 0 0
CAMK4	0 11203 1271 69638 15436 921 66745 0 0 15912
CAMKK1	109 85 2189 796 396 817 952 1292 400 1749
CAMKK2	164 0 2518 1010 762 631 1846 0 1036 837
CAMKMT	0 42 310 0 4136 254 1738 0 0 395
CAMKV	0 30 0 0 0 0 0 37 75 0
CAMLG	40 546 1764 14027 112 5798 1629 2466 15056 8434
CAMP	259 1349 10462 11288 6077 11586 17938 3265 7110 13871
CAMSAP1	0 601 5 0 0 0 0 0 0 0
CAMSAP2	6 397 100 644 52 444 125 289 192 0
CAMSAP3	0 9 10 0 0 0 5 103 0 0
CAMTA1	2478 7944 24801 86102 30833 76797 295011 116631 80359 7974
CAMTA2	9 136 262 416 0 674 532 1113 768 977
CAND1	27 81 1785 3937 307 3087 1511 78 1522 1071
CAND2	20 1065 420 1417 153 823 399 606 585 0
CANT1	0 239 468 1142 251 1838 396 1160 1010 191
CAP2	10 1497 164 1559 185 822 633 616 676 143
CAPN10	3 95 1172 994 920 1898 2779 850 1042 1850
CAPN11	0 143 182 173 41 291 80 427 106 105
CAPN12	12 3186 365 3144 209 1515 731 1301 1237 246
CAPN13	0 45 0 39 8 0 9 0 0 0
CAPN14	16 346 130 745 61 210 264 234 157 59
CAPN5	44 376 294 0 63 231 257 676 695 434
CAPN6	0 8 15 0 0 133 0 12 0 0
CAPN7	22 0 2084 2660 581 2139 1643 16 1927 1627
CAPN8	0 0 0 0 42 15 57 183 10 0
CAPN9	0 127 54 0 0 16 114 0 33 0
CAPNS1	425 1530 7707 2498 2762 2818 6910 4176 2760 9784
CAPNS2	27 144 0 0 0 29 0 39 0 226
CAPRIN1	2170 1926 16957 3573 8698 6518 36357 24310 2460 23512
CAPRIN2	62 0 1225 2210 194 1807 822 747 1737 520
CAPS	182 1636 4508 4964 729 4084 2196 3786 3019 2756
CAPS2	0 33 0 0 0 0 84 20 0 0
CAPSL	0 87 0 0 0 0 0 0 0 12
CAPZA3	14 6 29 147 164 0 108 0 22 43
CARD10	0 47 0 507 0 0 0 46 0 0
CARD11	17 958 3415 4711 770 1992 1604 1924 1606 2590
CARD14	8 155 53 524 69 220 412 303 226 111
CARD17	0 374 842 1318 386 1559 1046 997 918 1283
CARD18	0 245 59 86 60 133 19 181 63 67
CARD6	40 0 1176 1583 147 965 981 70 1239 243
CARD8	52 1932 5869 4139 1153 3848 3206 6109 4130 12698
CARD9	39 493 351 1182 230 1851 582 298 841 761
CARHSP1	23 0 1954 1869 529 1603 594 28 1374 967
CARKD	185 2774 0 7788 3817 231 1138 183 0 1445
CARM1	57 46 51 329 0 0 0 0 35 83
CARNS1	15 1380 793 1233 119 563 815 1382 527 26
CARS	0 18734 0 0 0 0 0 0 0 0
CARS2	0 140 2430 817 0 976 462 1792 1627 759
CARTPT	0 11 22 3 0 43 1 0 0 0
CASC1	0 162 0 0 11 0 0 0 0 0
CASC2	0 0 182 0 52 186 39 196 23 0
CASC3	1 122 2585 17 231 1146 915 5604 814 3717
CASC4	438 2071 5092 1546 1126 4883 4989 2967 1944 5420
CASC5	0 1380 0 0 376 18 19 40 34 0
CASD1	28 14 369 1551 29 1145 791 307 811 567
CASK	0 299 246 86 19 0 0 510 0 0
CASKIN1	0 27 6 0 0 35 6 0 0 0
CASKIN2	22 899 371 1244 145 776 433 796 574 389
CASP10	0 33 75 1033 91 1018 1047 439 481 0
CASP12	3 72 328 0 170 863 742 861 671 780
CASP14	0 219 105 377 55 358 238 134 217 14
CASP2	2247 7069 9952 13894 11071 9107 15348 2152 5223 9817
CASP3	8267 1986 28654 12771 21128 16741 27402 1573 7622 14572
CASP5	6 14 826 307 200 1351 588 33 115 627
CASP6	0 88 4177 2624 469 2669 8485 17 968 3069
CASP7	1670 382 21909 3694 10254 12504 22881 0 6584 17368
CASP8AP2	16 141 1310 1108 466 1579 1078 219 556 702
CASP9	47 1534 2419 1800 672 2247 1862 1071 2480 1754
CASQ1	0 97 0 0 18 0 0 0 0 0
CASQ2	6 86 80 0 52 0 95 0 105 221
CASR	0 97 0 184 0 143 317 140 50 54
CASS4	12 0 478 3005 483 951 1381 2666 1351 725
CAST	418 501 6468 11099 2432 3291 7540 33618 8169 8396
CASZ1	0 97 0 105 529 0 0 0 7 94
CATSPER1	23 63 527 0 60 30 342 125 0 0
CATSPER2	36 226 1121 1786 285 1259 1047 510 1346 1161
CATSPER2P1	0 19 613 0 485 88 313 562 420 0
CATSPER3	8 47 382 489 186 339 80 254 277 43
CATSPER4	0 54 0 0 4 0 0 0 0 0
CATSPERB	10 530 106 507 48 414 172 513 247 41
CATSPERD	0 10 0 10 12 0 0 0 109 0
CATSPERG	0 31 0 0 45 59 3 0 0 0
CAV2	28 0 767 3330 1108 2731 2231 2118 1565 1399
CAV3	0 0 33 0 154 7 0 13 0 0
CBFA2T2	0 2088 237 1204 205 815 512 750 643 0
CBFA2T3	38 758 0 0 288 0 0 0 612 0
CBFB	0 0 9263 0 4475 7076 9667 600 0 2151
CBL	28 1558 1027 3606 410 1080 583 1339 1081 670
CBLC	0 26 0 23 0 20 0 0 0 0
CBLL1	93 127 2831 967 827 400 1523 1480 650 1762
CBLN1	0 198 0 0 0 0 19 0 5 0
CBLN2	0 345 146 521 78 383 106 360 259 55
CBLN3	99 214 0 724 61 490 221 254 457 224
CBLN4	0 82 0 0 0 0 0 0 0 0
CBR3	213 688 237 4053 190 2650 1161 2031 2364 705
CBR3.AS1	0 124 320 532 56 0 0 30 121 483
CBR4	37 157 2106 2466 485 1803 336 78 477 102
CBS	0 160 1426 309 383 527 1369 1 247 573
CBWD1	0 14 0 0 0 14682 0 0 0 0
CBWD2	286 163 10320 544 1720 3083 2343 5428 1375 6435
CBWD3	41 6 2130 5073 737 4503 2189 1246 3727 718
CBWD5	0 0 1268 1287 140 642 853 494 661 1280
CBWD6	59 49 1629 1459 1769 1016 713 1330 547 1190
CBX1	883 1971 5927 18562 2382 20717 12363 1791 11470 16670
CBX2	0 87 655 0 0 0 0 0 57 300
CBX3P2	74 520 746 1414 315 1336 913 1571 1096 744
CBX4	7 246 1070 2480 312 1294 775 561 1355 1066
CBX5	11 757 7228 0 315 0 3702 0 0 0
CBX6	0 510 292 0 356 0 128 0 0 1095
CBX7	38 174 1939 1179 362 1705 1296 0 1187 1108
CBX8	39 165 659 2098 204 1720 1416 194 937 803
CBY1	70 59 4885 5136 1030 4056 1428 1653 1748 5658
CBY3	0 47 224 0 227 0 927 21 0 0
CC2D1A	20 63 833 588 561 473 1399 1274 282 417
CC2D1B	0 0 1 0 2245 0 0 26 0 0
CC2D2A	0 157 816 3174 62 2266 413 455 686 818
CC2D2B	0 100 257 356 47 133 0 186 83 213
CCAR1	109 889 7219 1084 1776 4929 9289 10951 2607 13019
CCBE1	0 226 49 0 274 0 135 180 0 0
CCBL1	0 191 566 2664 288 1896 477 81 356 2621
CCBL2	412 916 5137 11361 2687 8151 3234 4594 4685 14359
CCBP2	34 1552 1255 2585 354 1742 1222 1168 1384 799
CCDC101	73 5856 8101 7963 4865 10307 35787 627 10735 13015
CCDC102A	0 184 0 497 48 169 238 480 117 0
CCDC102B	8 0 0 0 1913 0 965 11 0 0
CCDC103	0 33 36 186 160 0 156 122 300 0
CCDC104	567 235 8708 13193 14704 5847 10105 11248 797 17153
CCDC105	0 109 0 0 12 0 0 0 0 0
CCDC106	0 245 0 0 0 0 0 0 15 24
CCDC107	10 0 16781 7851 1272 4318 72516 620 1809 3254
CCDC108	0 1 0 0 49 0 0 0 114 0
CCDC11	0 16 0 72 0 0 0 2 0 0
CCDC110	10 306 151 284 83 227 115 318 289 71
CCDC111	121 0 2851 2505 1033 0 2961 869 140 34
CCDC112	19 0 0 2324 0 468 0 173 247 661
CCDC113	0 14 32 0 0 501 5 0 131 225
CCDC114	0 193 10 0 7 77 0 0 0 50
CCDC116	0 35 444 0 84 87 280 0 9 0
CCDC117	20 0 644 4600 416 2866 2103 930 2683 1960
CCDC120	0 206 1094 62 369 0 1053 0 100 0
CCDC121	0 74 484 607 209 505 365 0 273 33
CCDC122	0 634 255 3475 45 753 703 1805 1028 301
CCDC124	0 0 0 0 15216 0 0 0 0 0
CCDC125	35 233 639 2 943 2105 280 817 238 1351
CCDC126	0 602 1006 2866 0 5943 1976 66 2626 685
CCDC127	94 329 3128 2347 1790 3362 3266 3176 4015 5038
CCDC129	0 6 0 0 107 0 62 0 0 0
CCDC13	29 9 110 0 0 0 12 0 0 0
CCDC13.AS1	6 54 95 0 42 0 135 0 84 145
CCDC130	0 150 0 12 0 0 5231 0 0 0
CCDC132	0 0 928 1804 737 922 2942 1876 2338 25
CCDC134	108 86 0 888 0 1789 0 0 4414 236
CCDC135	0 10 15 78 0 0 0 0 0 0
CCDC136	0 60 258 950 128 187 89 0 839 89
CCDC137	157 426 2847 1825 1213 3694 1850 4728 1945 2422
CCDC138	22 367 844 1521 429 560 551 1472 306 1233
CCDC14	0 0 610 3295 356 2672 2180 506 1746 986
CCDC140	0 0 0 0 34 49 14 0 0 100
CCDC141	193 5 1838 346 217 1703 444 2370 1817 1659
CCDC142	0 4672 0 0 180 0 0 0 0 0
CCDC144A	0 8 82 0 0 0 0 204 140 451
CCDC144B	19 719 1902 2079 402 3371 983 991 1820 750
CCDC144C	1 26 0 2153 60 1273 0 452 1073 657
CCDC144NL	0 547 35 62 1 123 0 306 175 0
CCDC146	0 112 48 0 1508 2078 0 0 275 759
CCDC147	0 0 18 64 0 0 0 0 0 0
CCDC148	0 317 0 0 0 0 46 113 192 241
CCDC148.AS1	0 56 0 29 16 22 14 32 9 19
CCDC149	0 52 144 104 192 691 200 88 135 0
CCDC15	0 0 148 311 0 4 147 635 0 0
CCDC150	0 98 192 49 177 164 324 0 122 0
CCDC151	6 63 0 0 55 117 282 84 0 0
CCDC152	17 106 350 953 213 1015 222 200 716 40
CCDC153	0 370 0 379 0 436 77 325 133 0
CCDC154	0 0 0 154 2 0 0 126 0 0
CCDC155	0 78 0 0 0 0 0 57 39 67
CCDC157	0 25 422 0 36 110 298 125 334 800
CCDC158	0 117 87 137 61 129 16 96 76 6
CCDC159	0 0 0 599 4318 0 0 0 308 0
CCDC160	0 114 0 0 4 12 0 0 0 0
CCDC162P	0 22 35 3 60 0 15 2 0 12
CCDC163P	39 1827 1350 2302 403 1874 1130 455 980 508
CCDC164	0 60 37 39 0 0 0 68 17 0
CCDC166	0 108 0 0 0 14 16 0 8 0
CCDC168	7 417 147 224 97 331 93 416 189 115
CCDC169	21 156 311 0 7 0 297 97 28 225
CCDC169.SOHLH2	0 6 25 0 9 0 0 18 0 80
CCDC17	0 0 1105 0 78 0 0 0 23 0
CCDC170	0 65 37 282 14 0 63 0 0 0
CCDC171	15 168 369 369 257 0 1897 0 0 360
CCDC172	0 34 400 0 111 0 501 0 0 31
CCDC173	0 270 257 175 120 201 49 202 325 64
CCDC174	13 1114 251 1350 97 482 318 0 9980 0
CCDC175	0 8 43 0 25 0 0 19 0 76
CCDC176	11 151 779 478 185 209 616 461 398 604
CCDC177	0 51 0 0 0 0 19 0 0 0
CCDC178	0 41 5 0 0 0 0 18 0 0
CCDC179	0 0 77 0 50 235 1 176 33 6
CCDC18	0 58 0 0 1733 2 5 0 0 4
CCDC19	0 77 0 382 29 194 61 38 0 101
CCDC22	8 995 7365 1589 1902 9091 1374 0 595 6478
CCDC23	29 210 3372 219 511 3632 689 2082 1304 4674
CCDC24	10 35 393 1641 111 1321 619 136 844 95
CCDC25	82 137 460 3251 181 2848 910 56 1366 1632
CCDC27	0 0 123 0 0 0 88 0 1 0
CCDC28A	56 0 13810 0 0 0 40742 0 0 0
CCDC28B	282 492 3945 3578 3627 4559 7355 3213 1349 1751
CCDC3	28 100 636 427 118 80 378 121 553 322
CCDC30	0 0 754 422 72 157 209 0 444 510
CCDC33	0 32 0 44 0 29 0 0 0 0
CCDC34	22 242 2378 1441 329 252 1699 295 0 935
CCDC36	0 13 14 62 14 0 0 165 148 362
CCDC37	0 93 0 15 0 0 0 0 0 0
CCDC38	0 70 0 0 27 0 0 13 0 0
CCDC39	0 105 144 0 110 0 89 3 0 0
CCDC40	0 14 120 0 0 323 0 0 0 75
CCDC41	7 80 361 1441 241 1296 655 1218 840 535
CCDC42	0 101 0 0 0 0 0 30 0 0
CCDC42B	0 267 0 0 0 0 0 81 0 0
CCDC43	56 540 4775 2893 823 5209 3914 859 1552 3711
CCDC47	72 753 4178 31466 1639 23041 5096 13950 27383 16762
CCDC50	0 824 359 8355 0 0 0 328 1312 87
CCDC51	0 609 5005 0 698 0 0 0 0 5245
CCDC54	19 1062 292 1842 104 1538 292 218 945 527
CCDC57	31 0 1658 1920 221 774 488 875 578 981
CCDC58	111 246 2246 4839 902 2790 2141 2256 3678 5627
CCDC59	206 0 3293 1448 1003 1815 2460 5897 2033 2822
CCDC6	32 183 777 1973 85 1443 558 127 796 317
CCDC60	0 0 0 0 37 0 0 0 0 0
CCDC61	0 50 192 684 69 645 148 109 252 64
CCDC62	4 378 204 402 63 316 158 404 159 149
CCDC63	0 52 36 0 0 60 0 104 14 0
CCDC64	31 5823 430 5160 405 2384 1408 1992 2064 272
CCDC64B	0 1 0 0 123 0 0 214 4 0
CCDC65	23 62 0 19 792 40 2951 0 75 0
CCDC66	0 790 0 523 39 416 94 0 259 141
CCDC67	0 113 38 47 6 96 24 84 54 0
CCDC68	0 27 17 1 0 0 0 128 54 0
CCDC69	152 3472 11456 1322 6546 3841 3815 3703 1702 11672
CCDC7	0 606 0 231 533 0 0 0 35 115
CCDC70	0 85 0 30 74 0 8 0 57 22
CCDC71	15 207 157 1872 156 2982 397 85 1062 3327
CCDC71L	12 163 374 344 474 444 853 167 306 690
CCDC73	0 0 841 4 109 230 0 32 0 0
CCDC74A	0 27 3271 0 0 151 1144 368 0 265
CCDC74B	4 105 0 610 21 193 319 0 195 0
CCDC74B.AS1	0 214 2929 14 87 473 423 0 1132 1040
CCDC77	18 180 2276 930 390 765 1162 544 247 961
CCDC78	23 85 0 306 0 67 0 435 0 77
CCDC79	0 173 0 22 0 15 36 0 0 0
CCDC8	0 23 54 265 30 0 144 116 83 0
CCDC80	616 1707 6605 5489 1366 2272 3165 9666 1769 13025
CCDC81	0 504 85 282 43 242 95 475 141 0
CCDC82	537 0 4346 4325 1982 4367 6189 399 2128 4444
CCDC83	0 114 0 0 0 0 2 0 0 0
CCDC84	235 507 6238 3368 1188 2834 2877 271 2479 2395
CCDC85A	0 42 174 1 0 32 18 0 0 244
CCDC85B	618 13 2463 6251 1390 5199 3291 130 3239 4729
CCDC85C	0 230 239 149 528 78 39 66 47 0
CCDC86	0 0 4047 2932 378 1738 1117 382 2049 2130
CCDC87	0 0 84 0 0 26 0 51 22 215
CCDC88A	32 0 329 170 182 857 1142 33 160 534
CCDC88B	6 592 554 0 281 0 209 0 2021 0
CCDC88C	18 102 573 836 51 762 352 1043 640 798
CCDC89	0 116 0 250 12 0 0 62 0 0
CCDC9	0 0 397 853 430 256 511 0 302 186
CCDC90A	7 392 441 2021 320 0 592 117 494 0
CCDC90B	1467 656 19495 0 14328 0 198 0 0 0
CCDC91	79 0 2157 4437 679 3087 1546 1108 2237 6487
CCDC92	63 2990 1209 3702 340 2733 718 1425 1308 1315
CCDC93	12 166 2159 4032 670 1631 408 159 480 4202
CCDC94	188 3476 2496 8317 1250 6379 3539 6955 16923 5866
CCDC96	0 213 0 0 8 0 4 0 227 0
CCDC97	0 207 1323 2472 816 1645 765 1115 1673 673
CCER1	2 59 136 0 0 0 39 0 45 0
CCHCR1	45 190 278 2994 391 994 744 1639 2487 679
CCIN	17 42 543 21 0 8 1660 100 0 0
CCK	13 14 114 66 0 0 18 0 0 0
CCKAR	0 82 17 31 0 21 0 0 1 0
CCKBR	0 63 11 140 0 0 0 0 80 2
CCL1	0 60 22 0 47 0 70 0 0 0
CCL11	0 61 0 47 0 0 0 73 0 160
CCL13	7 137 138 583 155 668 1350 177 221 183
CCL15	0 12 0 0 51 0 6 0 63 0
CCL15.CCL14	0 0 116 0 34 100 0 0 0 0
CCL16	11 90 649 259 501 72 3294 92 53 0
CCL18	71 871 5456 7828 1289 4542 3242 234 2949 6486
CCL22	77 236 3854 1609 673 1469 2451 5168 1508 1468
CCL23	13 342 520 928 625 1033 533 440 687 1795
CCL24	0 271 416 0 295 0 83 0 634 0
CCL25	0 39 18 0 6 2 0 0 1242 0
CCL26	49 137 1342 1505 299 1101 667 439 1043 1037
CCL27	0 0 0 0 163 30 0 0 0 31
CCL28	0 50 0 1454 47 851 178 0 486 0
CCL7	0 143 537 468 275 370 293 169 168 396
CCL8	149 312 573 5233 1671 5662 3665 973 1824 833
CCM2L	0 98 503 0 286 15 682 30 0 40
CCNA1	0 0 0 116 0 0 182 6 0 39
CCNA2	93 165 3380 1143 1723 1262 3238 957 784 2941
CCNB1	177 4979 685 0 898 2183 1658 0 876 7632
CCNB2	136 204 5999 2793 423 3605 3341 771 1174 10587
CCNB3	0 82 0 0 0 0 0 14 146 0
CCNC	0 3336 0 7956 0 21189 0 0 11035 48453
CCND2	0 0 0 54 0 194645 5 101 25 0
CCNDBP1	2162 5446 11981 34286 2357 58578 19988 52689 29219 97631
CCNE1	11 41 0 147 0 0 19 0 43 0
CCNE2	214 147 485 701 35 611 635 896 436 0
CCNF	27 197 730 709 231 882 1464 1558 1340 138
CCNG2	0 588 176 1 1159 0 0 217 0 142
CCNI2	12 0 361 257 101 1063 158 107 795 1640
CCNJ	9 1147 154 687 919 626 182 517 456 292
CCNJL	0 47 861 36 582 0 1621 0 85 0
CCNK	94 249 998 1271 660 1884 944 1963 1044 2240
CCNO	5 96 0 256 0 0 0 176 116 141
CCNT1	3 60 672 1244 73 690 382 0 919 167
CCNT2	0 455 2248 911 243 2276 780 0 660 1299
CCNY	0 15 252 288 17 266 854 695 0 346
CCNYL1	16 2018 718 2956 370 1651 984 607 1515 1535
CCP110	106 81 1156 278 145 332 810 571 95 1296
CCPG1	11 596 2751 3134 1643 12394 2383 143 355 4099
CCR1	21 354 6015 9356 741 6991 2877 1310 5086 5731
CCR10	13 46 134 0 3397 0 0 0 245 0
CCR2	0 21807 0 0 816 0 0 0 0 0
CCR3	0 188 605 597 212 490 723 0 1627 455
CCR6	314 1280 26802 10714 5579 11740 22686 5111 7338 29049
CCR8	2 6292 0 585 13317 0 91 0 81 67
CCR9	0 76 278 0 1231 0 2248 80 0 0
CCRL1	0 167 5482 0 2971 423 5457 0 0 0
CCRL2	31 208 3664 4930 1339 2623 4742 191 2100 3094
CCRN4L	37 309 1116 2220 502 1302 688 589 1163 1008
CCSAP	2 0 723 755 476 148 516 931 163 708
CCSER1	0 381 233 442 162 570 386 133 284 300
CCSER2	21 112 1911 1602 978 1133 968 0 2696 3072
CCT6B	226 0 1365 1608 784 1517 980 718 856 1932
CCT6P1	16 58 473 1866 287 3046 269 0 348 0
CCT6P3	34 449 1022 556 1022 1305 1545 0 1314 1136
CCT8L2	0 121 358 536 156 246 371 178 286 126
CCZ1	55 0 1710 1706 341 2719 1262 0 1182 1929
CCZ1B	0 39 0 0 3081 17 102 86 0 17
CD101	21 144 1772 2351 244 1417 1999 416 740 1187
CD109	0 142 766 511 88 539 1050 204 806 153
CD151	0 2878 2443 0 1943 3100 1530 122 1090 5401
CD163	220 224 6 10271 51 5604 186 591 9415 3992
CD163L1	16 789 244 842 151 539 299 579 351 140
CD164L2	0 44 1 0 207 24 12 0 0 0
CD177	316 926 3201 1223 1324 1357 5203 0 716 2309
CD180	118 1419 14408 5743 6371 12852 11065 71 4817 14184
CD1A	0 98 25 0 1271 52 0 16 20 0
CD1B	0 0 565 1103 331 2300 459 937 816 1252
CD1C	0 65 0 16996 0 8990 0 57 3192 3035
CD1D	0 304 804 1788 126 1109 314 12 2041 1355
CD1E	0 0 575 2219 85 1168 775 57 1216 914
CD200R1	69 9028 0 0 5984 0 10555 0 0 0
CD200R1L	4 115 0 182 146 168 465 136 123 65
CD207	0 0 94 198 194 215 86 0 105 58
CD209	395 1 8806 6637 2509 10963 8434 304 6831 18185
CD22	144 60055 2444 17626 923 7936 2965 11999 7544 3485
CD226	8 377 3022 1195 890 1769 2822 2554 1278 1422
CD244	191 501 5555 1615 1631 2445 12768 4804 1039 9037
CD248	175 168 11711 8241 1997 4908 941 373 9041 14273
CD27.AS1	51 56 431 1599 169 1207 456 57 667 199
CD274	0 0 1719 0 61 257 337 1361 740 1689
