ACACB	21 393 321 0 91 0 280 87 203 0
ACAD10	13 16 1273 2910 75 1572 1449 34 618 403
ACAD11	26 0 3735 10494 627 7620 1237 1050 4737 2791
ACAD8	123 257 4514 2264 1243 3887 1147 2208 2197 5854
ACAD9	110 0 1163 4035 952 2110 1164 2047 1859 1475
ACADL	0 0 98 304 37 104 69 1 135 0
ACADM	619 1610 4859 198 1782 2735 4789 5576 8239 7772
ACADS	277 3543 5191 7335 1870 5163 6831 3607 3935 5408
ACADSB	17 114 508 3632 195 1115 843 837 2097 517
ACAN	0 382 126 61 0 0 22 0 30 0
ACAP2	0 0 588 2665 226 1842 877 1405 714 281
ACAP3	0 0 627 0 107 130 531 518 718 318
ACAT1	40 672 3123 6936 636 5814 4103 0 2150 19708
ACBD3	19 0 1836 2578 850 1196 1667 27 1335 474
ACBD4	33 0 227 2239 171 893 466 274 478 0
ACBD5	0 0 1961 1481 1123 623 1705 314 1087 465
ACBD6	0 316 0 0 9648 0 0 0 0 0
ACBD7	57 284 1335 2755 676 2789 2265 2624 1729 1218
ACCS	0 66 0 0 2142 3137 1636 682 214 1498
ACCSL	0 107 0 0 51 44 0 197 140 0
ACD	0 62 1931 1329 484 2805 1276 3706 1394 742
ACE	0 151 125 56 133 748 753 460 281 118
ACE2	0 41 67 0 84 0 57 0 0 0
ACER1	0 199 0 0 852 17 2545 0 11 0
ACER2	0 95 204 248 32 220 124 128 0 0
ACER3	0 117 897 2024 242 1465 465 76 827 271
ACHE	0 0 0 277 102 0 1312 365 312 226
ACIN1	0 801 193 0 0 3084 20 0 6675 0
ACLY	311 1379 40051 4069 4764 13655 13844 15251 5663 4974
ACMSD	0 191 99 151 30 175 37 184 73 0
ACN9	0 895 0 2001 1162 358 1750 404 89 367
ACO1	42 1067 875 723 130 999 379 290 1625 655
ACOT1	3 0 232 1362 0 0 287 0 315 144
ACOT11	0 0 0 133 441 73 2227 0 0 0
ACOT12	0 176 44 127 5 105 23 0 63 0
ACOT13	53 275 942 1814 208 850 585 262 449 0
ACOT2	104 2571 1462 4036 0 4392 1589 0 3623 7328
ACOT4	42 0 538 1370 268 1225 485 0 879 238
ACOT6	0 159 135 353 54 217 91 65 196 66
ACOT7	45 9389 85390 1 6197 9 233096 0 0 15543
ACOT8	730 39229 81532 64665 71875 1764 152199 195317 54793 290313
ACOT9	683 414 28886 329 8360 26039 24776 22093 8803 58945
ACOX1	37 0 790 1571 308 1042 1482 0 420 626
ACOX2	99 56 722 264 0 507 122 69 294 313
ACOX3	37 634 1217 2195 299 1262 618 1669 1524 985
ACOXL	1 519 57 418 49 289 104 232 138 88
ACP2	2921 2131 4785 594 4072 2905 15114 4213 0 5328
ACP6	0 413 3293 2664 911 3665 1474 957 1466 2424
ACPL2	51 324 1658 3642 935 1822 1321 2194 2387 3644
ACPP	22 2093 373 2821 229 1292 685 1247 1210 368
ACPT	4 0 0 0 0 19 39 0 41 29
ACR	0 66 6 0 7 0 0 0 11 0
ACRBP	2 120 666 808 135 649 179 0 419 269
ACRC	32 2497 406 2250 120 1513 762 1020 862 3
ACRV1	0 330 7 47 0 0 0 0 0 0
ACSBG1	0 86 194 67 112 262 520 54 0 212
ACSBG2	0 58 11 11 0 0 0 0 0 0
ACSF2	5 0 1181 1677 99 796 1064 744 1569 567
ACSF3	0 241 0 2326 0 5960 0 0 499 1131
ACSL1	48 271 4034 2172 1805 3790 1945 4054 1388 9283
ACSL3	321 576 7336 6281 6593 7740 36164 8223 3525 13821
ACSL4	43 2 2013 3650 828 3440 1563 2035 3031 577
ACSL5	1817 7856 91529 60 4523 486 56562 0 0 89939
ACSL6	18 447 1346 1638 307 919 2757 1235 829 780
ACSM1	0 17 0 0 377 0 0 49 0 0
ACSM2A	0 50 0 0 42 14 227 8 0 0
ACSM2B	0 0 0 0 30 54 0 0 0 0
ACSM3	0 187 967 240 306 834 337 26 1802 1668
ACSM4	0 0 58 0 8 0 46 90 0 0
ACSM5	440 7 1819 0 588 0 1438 123 74 0
ACSS1	36 85 46 4382 0 3471 114 130 1563 3071
ACSS2	50 449 1652 5764 740 2481 1458 1355 2543 636
ACSS3	0 71 0 305 7 129 328 0 0 0
ACTA1	0 0 512 170 61 0 162 0 39 0
ACTBL2	0 120 0 0 0 0 908 0 0 0
ACTC1	0 120 186 0 0 62 0 0 110 708
ACTG1P4	0 58 2569 0 0 78 746 0 0 312
ACTG2	16 44 2030 1417 395 3273 971 0 658 2458
ACTL10	1 66 844 0 154 157 0 108 123 464
ACTL6B	0 108 0 0 0 0 0 0 0 0
ACTL7A	0 57 112 231 552 17 25 0 217 69
ACTL7B	0 44 0 0 0 0 0 0 0 0
ACTL8	0 106 11 61 35 0 10 0 86 0
ACTL9	0 0 8 13 0 35 22 0 39 0
ACTN1	134 3085 0 175507 0 48166 0 3320 81566 182760
ACTN1.AS1	0 55 0 30 9 88 24 88 21 0
ACTN2	0 0 81 0 0 4 24 0 0 0
ACTN3	0 9 0 12 47 0 42 61 8 0
ACTR10	6 789 183 952 18400 546 176 0 587 164
ACTR1A	0 3424 44 2 0 0 0 0 1586 0
ACTR1B	0 0 0 62243 0 0 0 1635 20150 0
ACTR3B	15 54 1551 4021 637 2388 1249 1611 1816 663
ACTR3BP2	0 0 23 65 0 0 0 0 402 0
ACTR3BP5	0 254 0 968 0 0 855 185 95 474
ACTR3C	0 0 1185 190 1046 114 1895 0 0 0
ACTR5	7 103 1813 3478 274 5001 2121 350 798 3425
ACTR6	2011 4263 32789 16105 19319 19981 16373 324 15903 37870
ACTR8	46 530 3220 2495 713 2477 4431 906 1259 2679
ACTRT1	4 15 0 0 25 0 0 81 104 0
ACTRT2	0 343 81 0 0 42 48 33 159 146
ACTRT3	0 0 1263 2988 301 1787 1139 597 592 1727
ACVR1	113 0 1530 2802 512 937 1116 59 931 1287
ACVR1B	0 107 689 0 91 206 1033 547 35 0
ACVR1C	0 17 0 0 25 162 0 0 84 266
ACVR2A	0 54 3443 0 1088 0 776 0 0 0
ACVR2B	0 0 0 0 32 30 54 29 200 120
ACVR2B.AS1	10 406 349 840 163 352 234 226 523 270
ACVRL1	0 92 0 0 1030 0 0 28 0 0
ACY1	87 424 6402 5831 1078 4021 2531 417 1636 2869
ACY3	21 373 1310 372 1303 1170 324 43 575 1506
ACYP1	528 720 8226 7850 2555 6004 8637 1745 3648 7323
ACYP2	0 46 37 4169 0 1770 0 502 2617 285
ADAD1	0 65 0 0 0 0 15 33 0 0
ADAD2	0 287 440 0 122 0 236 0 0 0
ADAL	68 410 2049 1416 296 1731 889 8 583 1477
ADAM10	0 0 18946 0 11796 0 14821 0 361 0
ADAM11	0 135 0 0 0 0 0 0 0 0
ADAM12	0 542 1030 409 39 376 154 12 376 1391
ADAM15	0 408 2124 6882 396 1935 670 796 2561 308
ADAM17	94 1337 1394 14811 255 7472 1133 1476 5139 2538
ADAM18	25 88 780 0 0 0 0 0 0 54
ADAM19	50 0 555 2698 212 883 526 0 1084 787
ADAM1A	19 636 1317 987 142 1595 669 427 415 434
ADAM2	5 0 164 0 102 17 104 33 0 0
ADAM20	8 45 350 573 174 590 1063 202 468 427
ADAM20P1	15 960 348 1366 117 975 339 559 629 142
ADAM21	0 97 90 182 91 0 78 0 0 0
ADAM21P1	0 220 0 0 0 0 0 0 10 0
ADAM22	0 300 130 492 62 90 42 68 391 536
ADAM23	51 924 368 661 214 383 469 760 385 0
ADAM29	0 78 155 3 67 0 99 500 37 8
ADAM30	0 16 0 85 1 0 13 0 0 1
ADAM32	31 97 0 0 0 0 6 0 0 0
ADAM33	0 42 0 253 0 0 0 76 139 0
ADAM3A	0 15 0 0 8 23 0 2 0 44
ADAM5	0 50 4 1 0 0 0 0 47 0
ADAM6	8 739 138 0 154 0 0 199 0 0
ADAM7	0 23 258 0 113 18 0 0 13 0
ADAM8	0 568 0 84464 72 0 0 100 0 92
ADAM9	16 157 969 1364 187 1571 582 271 1105 729
ADAMDEC1	0 65 4672 0 74 21 1176 61 0 0
ADAMTS10	0 22 598 0 133 0 383 0 0 0
ADAMTS12	0 0 0 0 0 0 0 0 0 135
ADAMTS13	0 29 0 0 0 48 409 0 0 0
ADAMTS14	0 55 134 0 27 0 0 0 5 72
ADAMTS15	24 82 0 0 0 0 0 94 0 0
ADAMTS16	0 0 0 0 118 37 0 24 0 0
ADAMTS17	0 24 0 0 0 59 0 22 0 0
ADAMTS18	6 462 361 365 237 344 153 370 194 133
ADAMTS19	0 29 0 0 0 6 0 0 73 0
ADAMTS2	26 403 646 798 248 1393 739 432 814 609
ADAMTS20	0 131 49 158 12 189 38 179 99 68
ADAMTS3	0 52 17 39 337 14 30 28 55 0
ADAMTS4	0 121 39 4398 0 2807 726 277 0 86
ADAMTS5	0 98 0 0 33 0 0 164 0 90
ADAMTS6	0 0 0 0 421 0 0 0 0 0
ADAMTS7	0 34 0 0 127 7 31 93 0 0
ADAMTS8	0 0 0 0 0 0 0 49 59 0
ADAMTS9	0 47 2 0 98 0 1558 59 0 0
ADAMTS9.AS2	0 334 0 72 0 2 0 19 0 0
ADAMTSL1	24 36 156 0 144 495 171 376 244 497
ADAMTSL2	0 32 0 574 20 192 0 128 0 172
ADAMTSL3	0 5 266 0 8 0 46 0 0 0
ADAMTSL4	0 0 124 0 0 0 0 22 0 52
ADAMTSL5	0 31 113 152 0 401 0 385 218 142
ADAP1	0 12 809 0 109 561 720 0 420 1183
ADAP2	10 303 489 2130 151 1585 575 409 1323 1345
ADAR	61 0 1573 6432 1680 4563 3491 3184 9426 4856
ADARB1	0 227 85 1304 17 325 166 31 560 273
ADARB2	29 38 0 0 0 0 0 103 0 0
ADARB2.AS1	0 156 44 77 12 68 3 0 34 0
ADAT1	28 367 6143 2837 1543 2482 0 148 2037 6193
ADAT2	40 770 569 1058 206 535 719 1433 563 229
ADAT3	52 0 733 338 228 387 662 247 69 213
ADC	1 49 118 2789 115 3210 0 9 0 339
ADCK1	45 5289 761 4591 491 2276 1121 1696 1880 61
ADCK2	37 4411 284 3816 231 2416 985 1008 1483 6
ADCK3	173 4918 6532 0 4047 0 8774 2065 6118 0
ADCK4	181 737 4223 3036 1129 5253 1905 382 2819 6700
ADCK5	0 422 0 417 0 6295 26 0 418 0
ADCY1	0 27 50 0 608 0 413 0 0 0
ADCY10	2 86 0 0 22 88 75 70 33 15
ADCY10P1	0 69 0 7 268 0 454 0 0 50
ADCY2	0 509 51 337 49 0 50 110 227 0
ADCY3	32 1619 513 1861 338 1218 858 1217 718 231
ADCY4	159 262 792 1229 309 1056 187 92 351 581
ADCY5	0 168 0 194 52 169 96 175 74 0
ADCY6	0 31 0 227 91 26 88 0 0 98
ADCY7	99 1712 2778 4426 1298 4285 3742 613 2769 1927
ADCY8	0 96 0 0 0 0 0 47 0 0
ADCY9	14 997 231 685 75 541 277 542 398 110
ADCYAP1	55 1493 798 2978 249 1851 720 1079 1278 267
ADCYAP1R1	0 253 284 27 21 0 414 0 0 0
ADD1	42 395 1223 5057 96 3028 835 1499 4094 2230
ADD2	35 285 1022 1439 323 735 1256 960 553 18
ADGB	0 33 0 34 0 0 0 15 36 0
ADH1A	0 174 139 475 77 287 65 203 283 114
ADH1B	25 165 1348 3956 708 4299 1750 755 1684 2683
ADH1C	0 107 0 0 0 0 0 74 0 0
ADH4	0 33 70 325 152 151 121 27 60 278
ADH6	0 23 0 257 26 289 175 0 111 87
ADH7	0 106 0 5 25 0 2 0 0 0
ADHFE1	67 198 2204 4198 2322 3023 4068 8838 4521 4433
ADIG	0 3 0 30 0 0 0 0 0 0
ADIPOQ	0 24 60 0 0 0 0 199 0 0
ADIPOQ.AS1	0 41 0 0 0 61 0 0 114 0
ADIPOR2	0 0 2951 1267 343 265 4004 1477 317 0
ADIRF	21 562 2460 2426 1189 4941 2446 1208 2300 7945
ADK	135 373 2970 72 1022 2178 957 2983 1450 3835
ADM2	0 216 0 131 71 67 343 271 149 0
ADM5	0 87 212 242 156 296 340 451 234 9
ADNP	0 68 3133 751 278 1301 1286 238 1989 770
ADNP2	0 0 728 897 209 974 561 180 774 62
ADO	0 0 1827 0 419 0 1786 739 337 0
ADORA1	0 43 0 85 42 0 0 122 0 0
ADORA2A.AS1	0 0 73 0 4 9 0 0 0 0
ADORA2B	7 160 97 1341 126 600 346 182 942 813
ADORA3	0 192 3091 889 0 1153 1201 104 578 567
ADPGK.AS1	18 54 524 1379 630 481 839 72 476 1183
ADPRH	39 2483 668 3383 518 2669 1852 3075 1785 181
ADPRHL1	0 49 221 503 0 355 106 75 483 0
ADPRM	17 15365 0 142 3867 0 1617 0 0 0
ADRA1A	0 14 0 0 3 0 0 0 5972 0
ADRA1B	0 32 0 0 0 50 0 0 0 0
ADRA1D	0 7 47 28 0 0 38 0 0 23
ADRA2A	0 176 0 16 22 0 23 20 178 0
ADRA2B	14 551 1007 2995 358 1864 1086 488 1064 1135
ADRA2C	0 91 0 15 0 0 0 0 3 1
ADRB1	0 233 0 0 0 0 0 58 1 0
ADRB2	54 5555 324 60124 1107 10396 95 254 123 7416
ADRB3	20 244 192 323 53 217 40 172 185 29
ADRBK1	0 642 0 7729 162 1234 0 0 0 1197
ADRBK2	30 2381 246 2852 166 1649 593 677 1004 136
ADSSL1	0 77 0 0 0 0 24 0 206 237
ADTRP	0 53 10278 0 546 330 3522 4 291 0
AEBP1	28 77 5711 697 1072 3870 1807 2168 1677 9203
AEBP2	0 0 1335 1578 760 2325 1680 1302 1208 797
AEN	96 116 920 12826 290 15373 1900 347 3537 2788
AES	58 0 4579 1571 1330 4276 3762 115 2777 5529
AFAP1	0 8 1073 0 87 1 0 0 0 787
AFAP1.AS1	0 86 0 0 0 25 6 0 0 0
AFAP1L1	0 155 564 1163 340 678 532 672 593 896
AFAP1L2	37 12 1915 3050 665 3717 0 1176 1190 77
AFF1	0 166 1082 312 80 464 1169 57 2213 454
AFF2	0 0 26 0 199 0 0 0 0 0
AFF3	114 1175 3293 3404 440 1973 1863 1825 1359 886
AFF4	160 0 1494 629 366 1238 3644 180 541 1701
AFG3L1P	176 504 8492 681 1615 3723 7114 12673 1769 7129
AFG3L2	724 740 7649 2193 2146 2667 3421 525 1514 2392
AFM	0 0 1 25 68 0 7 0 14 0
AFMID	34 478 2204 5165 501 2798 1484 466 3322 3140
AFP	0 12 19 0 121 0 0 16 0 0
AFTPH	565 802 913 2784 765 2636 2213 59 2762 8225
AGA	446 233 21746 1143 5907 3020 13650 17360 6439 14374
AGAP1	0 106 0 0 25 0 2 250 0 58
AGAP11	44 0 0 0 16 0 0 0 13 37
AGAP2	0 143 655 1331 740 1311 762 239 648 385
AGAP3	16 1519 2440 1665 1502 987 383 1014 729 0
AGAP4	26 0 351 272 97 282 339 543 153 722
AGAP5	18 1507 707 1721 1987 925 398 795 674 200
AGAP6	406 55 0 0 0 0 0 0 4872 0
AGAP7	25 0 561 0 111 808 359 548 131 364
AGAP8	46 393 0 1508 127 1434 3191 330 857 75
AGAP9	0 0 355 0 270 2266 1863 0 884 96
AGBL1	9 25 22 0 0 0 0 200 15 14
AGBL2	9 6 0 434 97 429 345 272 560 285
AGBL3	0 181 0 231 43 95 208 338 202 0
AGBL4	0 94 116 0 55 0 257 0 0 0
AGBL5	20 0 1285 890 130 1699 2445 69 0 828
AGER	29 4867 369 3910 256 2185 891 1258 1630 466
AGFG1	0 20 0 1148 91 1197 94 411 372 0
AGFG2	0 0 492 1924 0 541 136 75 607 61
AGGF1	0 128 2032 3479 637 1868 846 51 1258 68
AGK	25 307 133 5196 20 16656 129 651 0 7500
AGL	15 59 1618 3779 263 1385 3281 690 1276 962
AGMAT	0 0 4686 0 0 0 3868 0 0 0
AGMO	0 13 0 1698 116 0 0 134 0 0
AGO1	0 27 0 0 1246 0 0 0 0 31
AGO2	40 4165 1279 4775 438 2805 1373 2612 2010 537
AGO3	109 0 2147 843 680 1762 6043 3227 913 950
AGO4	548 539 274 0 728 0 0 157 0 0
AGPAT1	0 0 3407 5503 994 4717 1495 3369 2647 4378
AGPAT2	29 0 0 41830 134 3646 0 1812 4989 3883
AGPAT3	66 280 265 733 21 0 1313 23 488 186
AGPAT4	0 82 151 55 482 0 481 97 0 199
AGPAT4.IT1	0 101 392 209 69 650 212 0 76 508
AGPAT5	0 0 0 0 2859 0 0 0 0 0
AGPAT6	17 853 541 3291 1101 1449 1504 367 2156 1333
AGPAT9	49 505 1528 2365 492 1964 992 155 1597 1475
AGPHD1	0 17 1703 0 0 0 2657 0 0 0
AGPS	0 1067 0 0 255 87 0 0 0 0
AGR2	88 349 0 1267 730 0 1067 0 1034 1538
AGR3	0 32 0 0 55 0 0 0 24 0
AGRN	0 259 1483 0 118 320 991 508 36 0
AGRP	0 0 96 239 38 157 205 253 119 190
AGSK1	0 318 10 342 0 0 0 15 60 0
AGT	68 0 2209 7730 923 6613 1647 7 3268 892
AGTPBP1	59 595 2644 4696 768 2477 1013 311 1201 2299
AGTR1	0 4 2 0 0 0 0 16 138 0
AGTR2	0 45 54 0 72 0 0 0 0 0
AGXT	0 206 20 23 0 0 0 49 9 0
AGXT2	0 38 11 80 0 0 7 47 0 0
AGXT2L1	0 0 171 0 161 0 246 62 41 0
AGXT2L2	354 2007 8774 11791 3785 9393 9368 24372 6518 22582
AHCTF1	42 849 148 1918 398 1006 1494 974 776 329
AHCTF1P1	0 34 15 65 1 0 14 0 0 0
AHCYL1	0 123 391 2293 81 1565 381 494 718 64
AHCYL2	5 852 583 1924 123 1020 842 924 871 575
AHDC1	0 218 18 0 0 0 0 0 46 4
AHI1	0 152 1250 383 379 667 1706 1817 340 973
AHNAK2	17 0 0 71 52 195 765 0 109 101
AHR	16 286 1310 1131 521 1926 1580 1795 866 121
AHRR	0 0 78 319 74 0 160 0 22 82
AHSA2	115 314 362 1404 359 0 1202 0 0 147
AHSG	0 114 77 160 26 114 28 81 29 0
AHSP	0 80 0 38 0 0 0 0 0 0
AICDA	20 201 1369 3242 621 2510 1622 1551 2567 0
AIDA	206 61 3678 1768 1488 2110 4458 304 1827 1375
AIF1L	0 0 728 579 477 1212 298 717 892 50
AIFM1	1133 15 412 719 0 0 203 0 11010 0
AIFM2	30 0 217 1726 169 931 142 154 0 1669
AIFM3	0 37 0 0 137 0 0 0 1 0
AIG1	76 181 1400 4663 746 4604 1271 19 2931 2994
AIM1	178 228 1101 6844 593 4680 1431 571 5557 2898
AIM1L	19 14 425 119 51 138 304 61 12 19
AIM2	0 21 0 4457 0 84941 0 0 0 0
AIMP1	33 237 3431 4003 349 3952 1676 1697 3097 1592
AIPL1	0 65 107 236 132 415 220 210 456 402
AIRE	0 18 1269 0 0 0 570 0 0 735
AIRN	0 20 0 101 14 107 99 0 20 0
AJAP1	0 97 0 0 0 0 26 0 26 0
AJUBA	18 937 139 1136 155 610 422 826 593 9
AK1	224 187 5826 498 0 3565 6416 0 0 1493
AK2	0 58 0 0 0 0 0 0 40555 0
AK3	0 1323 1701 4156 0 6114 1996 358 4217 9937
AK4	25 120 240 454 0 746 765 52 644 412
AK5	61 861 629 830 41 433 747 584 908 165
AK7	0 83 0 143 0 0 17 0 0 263
AK8	0 19 0 0 229 0 203 96 0 0
AKAP1	11 232 669 1693 213 3912 752 575 994 1100
AKAP10	59 87 1010 1117 406 3791 345 1750 434 680
AKAP11	0 364 0 0 0 0 0 0 0 0
AKAP12	0 0 699 3364 290 1136 778 592 1341 255
AKAP13	82 0 1781 6620 451 6768 1227 2045 2025 4094
AKAP14	0 0 50 0 10 0 0 0 29 35
AKAP17A	0 0 310 940 33 403 0 0 763 0
AKAP2	114 0 2206 3623 597 2505 2289 0 1683 207
AKAP3	0 27 325 1680 149 1343 280 3 562 433
AKAP4	0 43 0 0 0 0 10 24 64 26
AKAP5	17 0 177 1421 214 1255 737 0 933 172
AKAP6	0 131 135 0 224 0 0 0 63 0
AKAP7	8 207 893 0 29 1784 141 0 755 2743
AKAP8	80 162 2197 2055 568 2843 1634 228 1386 2549
AKAP8L	160 0 0 4999 715 2581 2234 23 1818 433
AKAP9	35 439 2349 1917 483 1290 819 44 928 2486
AKD1	0 37 911 2173 108 1167 1325 94 1604 815
AKIRIN2	19 0 127 0 6282 0 0 0 0 316
AKNA	51 596 2651 8851 562 6161 4511 1023 3516 2952
AKNAD1	0 60 34 0 0 0 0 9 0 0
AKR1B10	0 78 365 1334 638 432 1344 153 365 2
AKR1B15	7 150 0 0 37 69 39 237 30 72
AKR1C1	0 43 529 1823 315 519 655 606 489 872
AKR1C2	0 44 45 342 0 186 47 71 35 0
AKR1C3	39 1187 3770 0 1985 8473 1348 269 1957 15211
AKR1C4	0 0 16 0 37 0 0 0 23 0
AKR1C6P	0 154 0 0 0 0 0 0 0 0
AKR1CL1	19 727 727 990 403 557 359 345 504 374
AKR1D1	0 92 68 375 32 0 18 0 154 0
AKR1E2	2 0 124 550 18 401 179 35 838 87
AKR7A2	407 762 7306 2794 2741 5752 2768 1851 4203 13348
AKR7A2P1	17 863 294 1736 131 592 225 342 727 82
AKR7A3	0 169 529 0 220 17 379 439 0 311
AKR7L	0 255 163 0 0 0 94 0 384 0
AKT1	183 1510 5945 0 1435 448 6681 0 1315 2434
AKT1S1	0 0 0 76 939 25 1393 0 51 0
AKT2	0 67 2141 0 38 463 79 445 65 1763
AKT3	1 597 1370 3216 706 3256 983 85 1509 1088
